file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,151,css,36860211,Andy Huang,2025-01-24,20:33:11,-08:00,2025-01-24T20:33:11-08:00,0,5
style.css,152,css,36860211,Andy Huang,2025-01-24,20:33:11,-08:00,2025-01-24T20:33:11-08:00,0,24
style.css,153,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,0
style.css,154,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,0
style.css,155,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,19
style.css,156,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,73
style.css,157,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,62
style.css,158,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,64
style.css,159,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,55
style.css,160,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,70
style.css,161,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,11
style.css,162,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,0
style.css,163,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,0
style.css,164,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,26
style.css,165,css,faf64d74,Andy Huang,2025-01-24,20:51:57,-08:00,2025-01-24T20:51:57-08:00,0,86
style.css,166,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,0
style.css,167,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,0
style.css,168,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,23
style.css,169,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,15
style.css,170,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,37
style.css,171,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,13
style.css,172,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,16
style.css,173,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,18
style.css,174,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,27
style.css,175,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,11
style.css,176,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,16
style.css,177,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,36
style.css,178,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,24
style.css,179,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,0
style.css,180,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,0
style.css,181,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,16
style.css,182,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,12
style.css,183,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,13
style.css,184,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,59
style.css,185,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,18
style.css,186,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,9
style.css,187,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,0
style.css,188,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,0
style.css,189,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,29
style.css,190,css,b13c0b2f,Andy Huang,2025-01-31,15:27:01,-08:00,2025-01-31T15:27:01-08:00,0,12
style.css,191,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,17
style.css,192,css,b13c0b2f,Andy Huang,2025-01-31,15:27:01,-08:00,2025-01-31T15:27:01-08:00,0,11
style.css,193,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,0
style.css,194,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,0
style.css,195,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,30
style.css,196,css,b13c0b2f,Andy Huang,2025-01-31,15:27:01,-08:00,2025-01-31T15:27:01-08:00,0,12
style.css,197,css,b13c0b2f,Andy Huang,2025-01-31,15:27:01,-08:00,2025-01-31T15:27:01-08:00,0,11
style.css,198,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,9
style.css,199,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,16
style.css,200,css,99c2091a,Andy Huang,2025-01-31,14:19:17,-08:00,2025-01-31T14:19:17-08:00,0,0
style.css,201,css,21cb8250,Andy Huang,2025-01-31,15:01:10,-08:00,2025-01-31T15:01:10-08:00,0,0
style.css,202,css,1cab1874,Andy Huang,2025-01-31,15:16:51,-08:00,2025-01-31T15:16:51-08:00,0,7
style.css,203,css,1cab1874,Andy Huang,2025-01-31,15:16:51,-08:00,2025-01-31T15:16:51-08:00,0,24
style.css,204,css,b13c0b2f,Andy Huang,2025-01-31,15:27:01,-08:00,2025-01-31T15:27:01-08:00,0,11
style.css,205,css,1cab1874,Andy Huang,2025-01-31,15:16:51,-08:00,2025-01-31T15:16:51-08:00,0,26
style.css,206,css,1cab1874,Andy Huang,2025-01-31,15:16:51,-08:00,2025-01-31T15:16:51-08:00,0,0
style.css,207,css,1cab1874,Andy Huang,2025-01-31,15:16:51,-08:00,2025-01-31T15:16:51-08:00,0,0
style.css,208,css,21cb8250,Andy Huang,2025-01-31,15:01:10,-08:00,2025-01-31T15:01:10-08:00,0,15
style.css,209,css,21cb8250,Andy Huang,2025-01-31,15:01:10,-08:00,2025-01-31T15:01:10-08:00,0,12
style.css,210,css,21cb8250,Andy Huang,2025-01-31,15:01:10,-08:00,2025-01-31T15:01:10-08:00,0,13
style.css,211,css,21cb8250,Andy Huang,2025-01-31,15:01:10,-08:00,2025-01-31T15:01:10-08:00,0,0
style.css,212,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,0
style.css,213,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,17
style.css,214,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,13
style.css,215,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,22
style.css,216,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,8
style.css,217,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,0
style.css,218,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,0
style.css,219,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,14
style.css,220,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,15
style.css,221,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,11
style.css,222,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,18
style.css,223,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,0
style.css,224,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,0
style.css,225,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,19
style.css,226,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,15
style.css,227,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,17
style.css,228,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,17
style.css,229,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,0
style.css,230,css,c04b6149,Andy Huang,2025-02-08,23:48:24,-08:00,2025-02-08T23:48:24-08:00,0,0
